NomeUC;Cnuc;CriacaoAno;AreaHaAlb;PerimM;CriacaoAto;EsferaAdm;SiglaCateg;GrupoUC;UFAbrang;BiomaIBGE;BiomaCRL;GRegional;FusoAbrang;Demarcacao;EscalaUC;NGI
ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM;0000.00.0001;1992;4436,59022726871;36563,4553;DEC  528 de 20/05/1992;Federal;APA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA e MARINHO COSTEIRO;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Florianópolis
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL;0000.00.1521;1982;292599,92425641400;1073712,9591;DEC  87.561 de 13/09/1982;Federal;APA;US;MG/RJ/SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Rio Paraíba do Sul
ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DE LAGOA SANTA;0000.00.0020;1996;37735,57723978440;137567,4012;"DEC 98.881 de 25/01/1990; DEC 1.876 de 25/04/1996";Federal;APA;US;MG;CERRADO;CERRADO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU;0000.00.0002;1989;143355,58571885300;225638,8150;DEC  98.182 de 26/09/1989;Federal;APA;US;MG;CERRADO;CAATINGA e CERRADO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Peruaçu
ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;0000.00.1912;2010;115001,92224390600;219217,4612;DEC S/N de 17/06/2010;Federal;APA;US;ES;MARINHO COSTEIRO;MARINHO COSTEIRO;GR4;24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DA ARARINHA AZUL;0000.00.3696;2018;90641,91773440710;271274,2536;DEC 9.402 de 05/06/2018;Federal;APA;US;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Juazeiro
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO;0000.00.0003;1983;41783,61394666470;93435,2029;DEC  88.940 de 07/11/1983;Federal;APA;US;GO/DF;CERRADO;CERRADO;GR3;22S;Dado não disponível;Dado não disponível;ICMBio Descoberto-Brasília
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU;0000.00.0004;1983;82680,80363523200;176700,7087;DEC  88.940 de 07/11/1983;Federal;APA;US;DF;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO/MICO-LEÃO-DOURADO;0000.00.0005;2002;150374,60677371700;369887,7805;DEC S/N de 27/06/2002;Federal;APA;US;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Mico-Leão-Dourado
ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA;0000.00.0006;2000;154867,40351635500;405831,5484;DEC S/N de 14/09/2000;Federal;APA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA e MARINHO COSTEIRO;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DA BARRA DO RIO MAMANGUAPE;0000.00.0007;1993;14917,79120478110;81747,9430;"DEC  924 de 10/09/1993; DEC S;N 7/04/1998";Federal;APA;US;PB;MATA ATLÂNTICA;MARINHO COSTEIRO e MATA ATLÂNTICA;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Mamanguape
ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DO ARARIPE;0000.00.0008;1997;972605,18190312000;2217957,5795;DEC S/N de 04/08/1997;Federal;APA;US;PI/CE/PE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DA COSTA DOS CORAIS;0000.00.0009;1997;405642,39717381500;568580,9097;DEC S/N de 23/10/1997;Federal;APA;US;PE/AL;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Costa dos Corais
ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO SERRANA DE PETRÓPOLIS;0000.00.0010;1982;68224,29480905600;331888,7584;"DEC  87.561 de 13/09/1982; DEC  527 de 20/05/1992";Federal;APA;US;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Teresópolis
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA MANTIQUEIRA;0000.00.0011;1985;437525,10074040900;1153005,4835;"DEC  91.304 de 03/06/1985; LEI 9.097 de 19/09/1995";Federal;APA;US;MG/RJ/SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Mantiqueira
ÁREA DE PROTEÇÃO AMBIENTAL DAS ILHAS E VÁRZEAS DO RIO PARANÁ;0000.00.0025;1997;1005188,38526850000;860270,7669;DEC S/N de 30/09/1997;Federal;APA;US;SP/PR/MS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;21S;Dado não disponível;Dado não disponível;ICMBio Rio Paraná
ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO;0000.00.0028;2001;176324,32626389700;257649,9959;DEC S/N de 27/09/2001;Federal;APA;US;BA/GO;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;ICMBio Mambaí
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU;0000.00.0013;1983;32610,77791045300;282569,8916;DEC  89.242 de 27/12/1983;Federal;APA;US;RJ/SP;MATA ATLÂNTICA;MATA ATLÂNTICA e MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Paraty
ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPE-PERUÍBE;0000.00.0014;1984;202309,58068684700;642826,9383;"DEC  90.347 de 23/10/1984; DEC  91.892 de 6/11/1985";Federal;APA;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA e MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Iguape
ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA - ROCAS - SÃO PEDRO E SÃO PAULO;0000.00.0015;1986;154405,81562531400;418252,9600;DEC 92.755 de 05/06/1986;Federal;APA;US;PE;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Noronha
ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM;0000.00.0016;1984;13890,53822410950;69766,0026;DEC  90.225 de 25/09/1984;Federal;APA;US;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Teresópolis
ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA;0000.00.0017;1985;282446,36470560200;260771,8106;DEC  90.883 de 31/01/1985;Federal;APA;US;SP/PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Antonina-Guaraqueçaba
ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU;0000.00.0018;1983;9107,00970877871;50312,6535;DEC  88.421 de 21/06/1983;Federal;APA;US;AL;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAÍBA;0000.00.0019;1996;309593,77070338800;544451,2949;DEC S/N de 28/08/1996;Federal;APA;US;MA/PI/CE;CERRADO;CERRADO, CAATINGA e MARINHO COSTEIRO;GR2;23S e 24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;0000.00.3643;2018;38450193,81330000000;3260523,5145;DEC 9.313 de 19/03/2018;Federal;APA;US;PB;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S e 26S;Dado não disponível;Dado não disponível;ICMBio Noronha
ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE TRINDADE E MARTIM VAZ;0000.00.3633;2018;40385419,58510000000;4022824,1677;DEC 9.312 de 19/03/2018;Federal;APA;US;BA;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S e 26S;Dado não disponível;Dado não disponível;ICMBio Grandes Unidades Oce├ónicas
ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA ONÇA;0000.00.3655;2018;505694,32552823600;606137,9699;DEC 9.337 de 05/04/2018;Federal;APA;US;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Juazeiro
ÁREA DE PROTEÇÃO AMBIENTAL DO IBIRAPUITÃ;0000.00.0021;1992;316792,01539998600;274760,4060;DEC  529 de 20/05/1992;Federal;APA;US;RS;PAMPA;PAMPA;GR5;21S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO;0000.00.0022;1989;23285,08656098570;149251,1275;DEC  97.718 de 05/05/1989;Federal;APA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL;0000.00.0023;2002;503423,35772161200;1155836,0927;DEC S/N de 10/01/2002;Federal;APA;US;GO/DF;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS;0000.00.0268;2006;2040336,83807383000;3086223,4244;"DEC S/N de 13/02/2006; LEI 12.678 de 25/06/2012";Federal;APA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ;0000.00.3407;2016;152410,20320828300;239828,7325;DEC S/N de 11/05/2016;Federal;APA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Humaitá
ÁREA DE PROTEÇÃO AMBIENTAL DOS MEANDROS DO RIO ARAGUAIA;0000.00.0024;1998;359194,09219235100;582685,2566;DEC S/N de 02/10/1998;Federal;APA;US;MT/GO;CERRADO;CERRADO;GR3;22S;Dado não disponível;Dado não disponível;ICMBio Meandros do Araguaia
ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA;0000.00.0027;1990;131770,83925695700;216244,6455;DEC  98.891 de 26/01/1990;Federal;APA;US;MG;CERRADO;CERRADO e MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Cipó-Pedreira
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA;0000.00.0029;1996;1628450,08109122000;870763,8916;DEC S/N de 26/11/1996;Federal;APA;US;PI/CE;CAATINGA;CAATINGA e CERRADO;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA;0000.00.1683;2008;29361,74242642590;195064,2155;LEI 11.891 de 24/12/2008;Federal;APA;US;CE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA;0000.00.0012;1990;41779,60774728720;119496,5193;"DEC  99.278 de 06/06/1990; DEC S/N de 16/07/2002";Federal;APA;US;MA/PI;CERRADO;CERRADO;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BURITI DE VASSUNUNGA;0000.00.0030;1990;150,97546924600;4916,7089;DEC  99.276/1990;Federal;ARIE;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA-TAQUARA;0000.00.0031;1985;2057,22603429053;29434,5090;DEC  91.303 de 03/06/1985;Federal;ARIE;US;DF;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CERRADO PÉ-DE-GIGANTE;0000.00.0032;1990;1199,05347468096;14682,9152;DEC  99.275 de 06/06/1990;Federal;ARIE;US;SP;CERRADO;CERRADO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA MATA DE SANTA GENEBRA;0000.00.0040;1985;241,55362849869;8497,5533;DEC  91.885 de 05/11/1985;Federal;ARIE;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA;0000.00.0035;1985;125,14104615050;5218,9718;DEC  90.792 de 09/01/1985;Federal;ARIE;US;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Rio Paraíba do Sul
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA DO AMEIXAL;0000.00.0036;1984;358,88804276171;9220,4959;DEC  91.889 de 05/11/1985;Federal;ARIE;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Iguape
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA;0000.00.0037;1985;65,17485953589;7093,5784;DEC  91.887 de 05/11/1985;Federal;ARIE;US;SP;MARINHO COSTEIRO;MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Iguape
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAVARÍ-BURITI;0000.00.0038;1985;13177,11933192690;73094,4549;DEC  91.886 de 05/11/1985;Federal;ARIE;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Tefé
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS DA FOZ DO RIO MAMANGUAPE;0000.00.0039;1985;5769,54030303349;42875,6978;DEC  91.890 de 05/11/1985;Federal;ARIE;US;PB;MATA ATLÂNTICA;MATA ATLÂNTICA e MARINHO COSTEIRO;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Mamanguape
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS;0000.00.0041;1985;173,08944776103;8189,1301;DEC  90.791 de 09/01/1985;Federal;ARIE;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS;0000.00.0043;1985;3336,32969732661;3336,3297;DEC  91.884 de 05/11/1985;Federal;ARIE;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Não nucleada
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERINGAL NOVA ESPERANÇA;0000.00.0044;1999;2573,98212887627;22323,4062;DEC S/N de 20/08/1999;Federal;ARIE;US;AC;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Chico Mendes
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DA ABELHA;0000.00.0045;1990;5016,60404744050;41982,9444;DEC S/N de 28/05/1996;Federal;ARIE;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Ibirama
ESTAÇÃO ECOLÓGICA ALTO MAUÉS;0000.00.3131;2014;665673,52680256100;691913,0022;DEC S/N de 16/10/2014;Federal;ESEC;PI;AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;ICMBio Maués
ESTAÇÃO ECOLÓGICA DA GUANABARA;0000.00.0263;2006;1936,24748246213;21752,5104;DEC S/N de 15/02/2006;Federal;ESEC;PI;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Teresópolis
ESTAÇÃO ECOLÓGICA DA MATA PRETA;0000.00.0261;2005;6573,48021975157;101854,7091;DEC S/N de 19/10/2005;Federal;ESEC;PI;PR/SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Palmas
ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS;0000.00.0075;1982;27159,71036561080;110516,2750;DEC  87.222, de 31/05/1982.;Federal;ESEC;PI;MT;CERRADO;CERRADO;GR3;21S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO;0000.00.0047;2005;3373174,67569634000;1419204,2868;DEC S/N de 17/02/2005;Federal;ESEC;PI;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S e 22S;Dado não disponível;Dado não disponível;ICMBio Terra do Meio
ESTAÇÃO ECOLÓGICA DE AIUABA;0000.00.0048;2001;11746,78346642980;73869,1481;DEC S/N, de 06/02/2001;Federal;ESEC;PI;CE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA;0000.00.0050;1981;276,97917565655;7028,1074;DEC  86.061 de 2/6/1981.;Federal;ESEC;PI;RS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE CARIJÓS;0000.00.0052;1987;759,33712178659;33157,6556;DEC 94.656, de 20/07/1987;Federal;ESEC;PI;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Florianópolis
ESTAÇÃO ECOLÓGICA DE CUNIÃ;0000.00.0053;2001;182601,28772540000;362776,7111;"DEC S/N de 27/09/2001; DEC S/N de 21/12/2007; DEC S/N de 13/03/2008; LEI 12.249 de 11/06/2010";Federal;ESEC;PI;RO/AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Cuniã-Jacundá
ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;0000.00.0054;1982;4370,14585192866;244231,6308;"DEC 87.222, de 31/05/1982; DEC  93.053, de 31/07/1986; LEI 9.513, de 20/11/1997";Federal;ESEC;PI;PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Antonina-Guaraqueçaba
ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES;0000.00.0056;1983;289514,17174731800;353165,7633;"DEC  88.541, de 21/7/1983; Portaria 375, de 11/10/2001";Federal;ESEC;PI;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Tefé
ESTAÇÃO ECOLÓGICA DE MARACÁ;0000.00.0057;1981;103519,86705561800;217330,6754;DEC 86.061, de 02/06/1981;Federal;ESEC;PI;RR;AMAZÔNIA;AMAZÔNIA;GR1;20N;Dado não disponível;Dado não disponível;ICMBio Roraima
ESTAÇÃO ECOLÓGICA DE MARACÁ-JIPIOCA;0000.00.0058;1981;58756,95030403490;115035,7523;DEC 86.061 de 02/06/1981;Federal;ESEC;PI;AP;AMAZÔNIA;AMAZÔNIA;GR1;22N;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE MURICI;0000.00.0059;2001;6131,62928809257;63508,7744;DEC S/N, de 28/05/2001;Federal;ESEC;PI;AL;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;25S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE PIRAPITINGA;0000.00.0061;1987;1384,50175676022;27149,3695;DEC 94.656, de 20/07/1987;Federal;ESEC;PI;MG;CERRADO;CERRADO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE TAIAMÃ;0000.00.0062;1981;11554,98241596060;96985,3549;DEC  86.061, de 02/06/1981;Federal;ESEC;PI;MT;PANTANAL;PANTANAL;GR3;21S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;1990;8660,35333140331;140056,8214;DEC   98.864, de 23/01/1990.;Federal;ESEC;PI;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Paraty
ESTAÇÃO ECOLÓGICA DE URUÇUI-UNA;0000.00.0065;1981;135122,29136863000;169368,5847;DEC  86.061, de 02/06/1981.;Federal;ESEC;PI;PI;CERRADO;CERRADO;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DO CASTANHÃO;0000.00.0066;2001;12574,63612429320;350714,9749;DEC S/N, de 27/09/2001;Federal;ESEC;PI;CE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Mossoró
ESTAÇÃO ECOLÓGICA DO JARI;0000.00.0067;1982;231082,09362765300;433396,7342;"DEC  87.092, de 12/04/1982; DEC 89.440, de 13/03/1984";Federal;ESEC;PI;PA/AP;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DO SERIDÓ;0000.00.0069;1982;1123,61233303630;22142,1094;DEC  87.222, de 31/05/1982;Federal;ESEC;PI;RN;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DO TAIM;0000.00.0070;1986;32806,31370616260;117453,4237;"DEC 92.963, de 21/07/1986; DEC S/N de 05/06/2003; DEC S/N de 05/06/2017";Federal;ESEC;PI;RS;PAMPA;PAMPA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;0000.00.0071;1986;1727,71418075263;31309,0575;DEC 92.964, de 21/07/1986;Federal;ESEC;PI;SP;MARINHO COSTEIRO;MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Iguape
ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ;0000.00.0072;2001;831531,61092023100;574808,7115;DEC 91.307, de 03/06/1985;Federal;ESEC;PI;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Tefé
ESTAÇÃO ECOLÓGICA MICO-LEÃO-PRETO;0000.00.0073;2002;6680,67407267780;91170,0875;"DEC S/N de 16/07/2002; DEC S/N de 14/05/2004";Federal;ESEC;PI;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;22S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA NIQUIÁ;0000.00.0060;1985;306394,54915751000;451692,1327;DEC 91.306, de 03/06/1985;Federal;ESEC;PI;RR;AMAZÔNIA;AMAZÔNIA;GR1;20N;Dado não disponível;Dado não disponível;ICMBio Roraima
ESTAÇÃO ECOLÓGICA RASO DA CATARINA;0000.00.0074;1984;104844,40237252400;135684,3245;"DEC 89.268, DE 03/01/1984; Portaria 373 de de 11/10/2001";Federal;ESEC;PI;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Paulo Afonso
ESTAÇÃO ECOLÓGICA RIO ACRE;0000.00.0068;1981;79395,21788069590;161348,9406;DEC 86.061, de 02/06/1981;Federal;ESEC;PI;AC;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;Não nucleada
ESTACAO ECOLÓGICA SERRA GERAL DO TOCANTINS;0000.00.0076;2001;707087,73965615100;643019,4974;DEC S/N, de 27/09/2001;Federal;ESEC;PI;BA/TO;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
ESTAÇÃO ECOLÓGICA TUPINAMBÁS;0000.00.0064;1987;2463,61506515130;43299,1099;DEC  94.656, de 20/07/1987;Federal;ESEC;PI;SP;MARINHO COSTEIRO;MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Alcatrazes
FLORESTA NACIONAL CONTENDAS DO SINCORÁ;0000.00.0081;1999;11215,93076535030;70924,6987;DEC S/N, de 21/09/1999;Federal;FLONA;US;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Sudoeste Baiano
FLORESTA NACIONAL DA MATA GRANDE;0000.00.0128;2003;2010,07112917100;22085,4978;DEC S/N, de 13/10/2003;Federal;FLONA;US;GO;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DA RESTINGA DE CABEDELO;0000.00.0132;2004;114,61833940300;4631,2240;DEC S/N, de 02/06/2004;Federal;FLONA;US;PB;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Cabedelo
FLORESTA NACIONAL DE AÇU;0000.00.0082;2001;225,02456052742;6925,1657;Portaria 245, de 18/07/2001;Federal;FLONA;US;RN;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Mossoró
FLORESTA NACIONAL DE ALTAMIRA;0000.00.0083;1998;724973,93637420300;479092,3747;DEC  2.483, de 2/2/1998;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DE ANAUÁ;0000.00.0084;2005;259402,98942054500;391314,5257;DEC S/N de 18/02/2005;Federal;FLONA;US;RR;AMAZÔNIA;AMAZÔNIA;GR1;20N;Dado não disponível;Dado não disponível;ICMBio Roraima
FLORESTA NACIONAL DE ASSUNGUI;0000.00.0077;1968;490,81157445165;11259,1743;Portaria 559, de 25/10/1968;Federal;FLONA;US;PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Curitiba
FLORESTA NACIONAL DE BALATA-TUFARI;0000.00.0085;2002;1088710,21014031000;1064335,0028;DEC S/N de 17/02/2005;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Porto Velho
FLORESTA NACIONAL DE BRASÍLIA;0000.00.0086;1999;5622,79090284176;47749,2549;"DEC S/N, de 10/06/1999; LEI  14.447, de 09/09/2022";Federal;FLONA;US;DF;CERRADO;CERRADO;GR3;22S;Dado não disponível;Dado não disponível;ICMBio Descoberto-Brasília
FLORESTA NACIONAL DE CAÇADOR;0000.00.0078;1968;706,53994344751;15730,7150;Portaria 560 de 25/10/1968;Federal;FLONA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CANELA;0000.00.0087;1968;563,52084196173;12887,0292;Portaria 561 de 25/10/1968;Federal;FLONA;US;RS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
