Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus;Illiger, 1811;aí-pixuna, Preguiça-de-coleira, preguiça-preta;Mamíferos;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, Sergipe;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral SE
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Tolypeutes;Tolypeutes tricinctus;(Linnaeus, 1758);bola, bolinha, tatu-apara, Tatu-bola;Mamíferos;Em Perigo;Sim;Alagoas, Bahia, Ceará, Goiás, Maranhão, Minas Gerais, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Sergipe, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral SE
Sub-bacia Paraíba
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Mammalia;Rodentia;Echimyidae;Callistomys;Callistomys pictus;(Pictet, 1843);Ppainted tree-rat, Rato-do-cacau, Saruê-beiju, Saruê-beju;Mamíferos;Em Perigo;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu";;;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Cerradomys;Cerradomys goytaca;Tavares, Pessôa & Gonçalves, 2011;Rato-do-chão, Rato-goytacá, Restinga Rice Rat;Mamíferos;Em Perigo;Sim;Espírito Santo, Rio de Janeiro;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ;;;
Animalia;Chordata;Mammalia;Rodentia;Ctenomyidae;Ctenomys;Ctenomys bicolor;Miranda-Ribeiro, 1914;Rato-paca, Tuco-tuco;Mamíferos;Em Perigo;Sim;Mato Grosso, Rondônia;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Madeira
Sub-bacia Xingu";;;
Animalia;Chordata;Mammalia;Rodentia;Ctenomyidae;Ctenomys;Ctenomys lami;Freitas, 2001;Tuco-tuco;Mamíferos;Em Perigo;Sim;Rio Grande do Sul;Sul;Pampa;"Sub-bacia Guaíba
Sub-bacia Litoral RS";;;
Animalia;Chordata;Mammalia;Rodentia;Ctenomyidae;Ctenomys;Ctenomys minutus;Nehring, 1887;Tuco-tuco, Tuco-tuco pequeno;Mamíferos;Vulnerável;Sim;Rio Grande do Sul, Santa Catarina;Sul;Marinho, Mata Atlântica, Pampa;"Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC";;;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Euryoryzomys;Euryoryzomys lamia;(Thomas, 1901);Buffy-sided Rice Rat, Rato-do-mato;Mamíferos;Em Perigo;Sim;Goiás;Centro-Oeste;Cerrado;Sub-bacia Tocantins Alto;;;
Animalia;Chordata;Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys eliasi;(Pessôa & Reis, 1993);Elias Atlantic Spiny-rat, Rato-do-espinho;Mamíferos;Vulnerável;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys moojeni;(Pessôa, Oliveira & Reis, 1992);Moojen’s Atlantic Spiny-rat, Rato-do-espinho;Mamíferos;Em Perigo;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Thalpomys;Thalpomys lasiotis;Thomas, 1916;Hairy-eared Mouse, Rato-do-chão;Mamíferos;Em Perigo;Sim;Bahia, Distrito Federal, Minas Gerais;Centro-Oeste, Nordeste, Sudeste;Cerrado;"Sub-bacia Grande
Sub-bacia Paranaíba
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Mammalia;Rodentia;Caviidae;Kerodon;Kerodon acrobata;Moojen, Locks & Langguth, 1997;Climbing Cavy, Mocó;Mamíferos;Vulnerável;Sim;Goiás, Tocantins;Centro-Oeste, Norte;Cerrado;Sub-bacia Tocantins Alto;;PARQUE ESTADUAL DE TERRA RONCA;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Microakodontomys;Microakodontomys transitorius;Hershkovitz, 1993;Rato-do-mato, Transitional Colilargo;Mamíferos;Em Perigo;Sim;Distrito Federal;Centro-Oeste;Cerrado;Sub-bacia Paranaíba;;;
Animalia;Chordata;Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys brasiliensis;Lund, 1840;Orange-brown Atlantic tree-rat, Rato-da-árvore;Mamíferos;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;Sub-bacia São Francisco Alto;;;
Animalia;Chordata;Mammalia;Rodentia;Echimyidae;Phyllomys;Phyllomys unicolor;(Wagner, 1842);Rato-da-árvore, Short-furred Atlantic tree-rat, Unicolored Tree Rat;Mamíferos;Criticamente em Perigo;Sim;Bahia;Nordeste;;;;;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Juscelinomys;Juscelinomys candango;Moojen, 1965;Candango akodont, Candango Mouse, Rato-candango;Mamíferos;Criticamente em Perigo;Sim;Distrito Federal;Centro-Oeste;Cerrado;Sub-bacia Paranaíba;;;
Animalia;Chordata;Mammalia;Rodentia;Caviidae;Cavia;Cavia intermedia;Cherem, Olimpio & Ximenez, 1999;Guinea Pig, Moleques do Sul, Preá;Mamíferos;Criticamente em Perigo;Sim;Santa Catarina;Sul;Mata Atlântica;;;;
Animalia;Chordata;Mammalia;Primates;Cebidae;Cebus;Cebus kaapori;Queiroz, 1992;Caiarara, caiarara ka’apor, macaco-cara-branca, piticó;Mamíferos;Criticamente em Perigo;Sim;Maranhão, Pará;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";REBIO do Gurupi;;
Animalia;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus cay;(Illiger, 1815);Macaco-prego, macaco-prego-do-papo-amarelo;Mamíferos;Vulnerável;Sim;Goiás, Mato Grosso, Mato Grosso do Sul;Centro-Oeste;Amazônia, Cerrado, Mata Atlântica, Pantanal;"Sub-bacia Araguaia
Sub-bacia Madeira
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia Tapajós";PARNA da Serra da Bodoquena;;RPPN Paculândia
Animalia;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus flavius;(Schreber, 1774);Macaco, Macaco-prego, Macaco-prego-galego;Mamíferos;Em Perigo;Sim;Alagoas, Paraíba, Pernambuco, Rio Grande do Norte;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Paraíba
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Submédio";MONA Rio São Francisco;;
Animalia;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus robustus;(Kuhl, 1820);Macaco, Macaco-prego-de crista, Macaco-preto, Mico-topetudo;Mamíferos;Em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus xanthosternos;(Wied-Neuwied, 1826);Macaco prego do peito amarelo, Macaco-prego-do-peito-amarelo;Mamíferos;Em Perigo;Sim;Bahia, Minas Gerais, Sergipe;Nordeste, Sudeste;Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral SE
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio";PARNA da Chapada Diamantina, PARNA Serra das Lontras, REBIO da Mata Escura, RESEX Canavieiras;ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, PARQUE ESTADUAL DAS SETE PASSAGENS;RPPN Pedra do Sabiá, RPPN Rio Capitão
Animalia;Chordata;Mammalia;Primates;Atelidae;Brachyteles;Brachyteles arachnoides;(E. Geoffroy Saint-Hilaire, 1806);Buriqui, Buriquim, Mariquina, Mono, Mono-carvoeiro, Muriqui-do-sul, Muriquina, Muriquinina;Mamíferos;Em Perigo;Sim;Minas Gerais, Paraná, Rio de Janeiro, São Paulo;Sudeste, Sul;Cerrado, Mata Atlântica;"Sub-bacia Grande
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema
Sub-bacia Tietê";APA Bacia do Rio Paraíba do Sul;;
Animalia;Chordata;Mammalia;Primates;Atelidae;Brachyteles;Brachyteles hypoxanthus;(Kuhl, 1820);buriqui, buriquim, mariquina, mono, mono-carvoeiro, mono-da-cara-manchada, muriqui-do-norte, muriquina;Mamíferos;Criticamente em Perigo;Sim;Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Mammalia;Primates;Atelidae;Ateles;Ateles belzebuth;(É. Geoffroy Saint-Hilaire, 1806);coatá, Macaco-aranha;Mamíferos;Vulnerável;Sim;Amazonas, Roraima;Norte;Amazônia;Sub-bacia Negro;FLONA Amazonas, FLONA de Roraima, PARNA Serra da Mocidade;PARQUE ESTADUAL SERRA DO ARACÁ;
Animalia;Chordata;Mammalia;Primates;Atelidae;Ateles;Ateles marginatus;(É. Geoffroy Saint-Hilaire, 1809);Coatá-da-testa-branca, Cuamba (Pará), Guatá (Mato Grosso), Macaco-aranha;Mamíferos;Em Perigo;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Paraguai 03
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Trombetas
Sub-bacia Xingu";APA Tapajós, ESEC da Terra do Meio, FLONA Crepori, FLONA Itaituba I, FLONA Itaituba II, FLONA Jamanxim, FLONA Trairão, PARNA do Jamanxim, PARNA Serra do Pardo, REBIO Nascentes da Serra do Cachimbo, RESEX Riozinho do Anfrísio;;
Animalia;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta belzebul;(Linnaeus, 1766);Guariba, Guariba-de-mãos-ruivas;Mamíferos;Vulnerável;Sim;Alagoas, Amapá, Maranhão, Mato Grosso, Pará, Paraíba, Pernambuco, Rio Grande do Norte, Tocantins;Centro-Oeste, Nordeste, Norte;Amazônia, Cerrado, Mata Atlântica;"Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Itapecuru
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Mearim
Sub-bacia Paraíba
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";REBIO do Gurupi, RESEX Quilombo Flexal;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ;
Animalia;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta discolor;(Spix, 1823);Guariba-de-mãos-ruivas, guariba-de-mãos-vermelhas;Mamíferos;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;"Sub-bacia Foz Amazonas
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Xingu";ESEC da Terra do Meio, FLONA do Tapajós, FLONA Itaituba I, FLONA Itaituba II, FLONA Jamanxim, FLONA Trairão, PARNA do Jamanxim;;
Animalia;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta ululata;Elliot, 1912;capelão, Guariba, guariba-da-Caatinga;Mamíferos;Em Perigo;Sim;Ceará, Maranhão, Piauí;Nordeste;Amazônia, Caatinga, Cerrado;"Sub-bacia Itapecuru
Sub-bacia Jaguaribe
Sub-bacia Litoral CE PI
Sub-bacia Mearim
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio";APA Delta do Parnaíba, APA Serra da Ibiapaba, FLONA Palmares, PARNA de Ubajara, RESEX Marinha do Delta do Parnaíba;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS;
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Callithrix;Callithrix aurita;(É. Geoffroy Saint-Hilaire, 1812);sagui-caveirinha, Sagui-da-serra-escuro;Mamíferos;Em Perigo;Sim;Minas Gerais, Rio de Janeiro, São Paulo;Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Paraíba do Sul
Sub-bacia São Francisco Alto
Sub-bacia Tietê";APA Serra da Mantiqueira;APA SAPUCAí MIRIM;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Chiropotes;Chiropotes utahickae;(Hershkovitz, 1985);Cuxiú;Mamíferos;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";FLONA Caxiuanã;;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Callicebus;Callicebus coimbrai;Kobayashi & Langguth, 1999;Guigó, Guigó-de-Coimbra-Filho, Guigó de Sergipe;Mamíferos;Em Perigo;Sim;Bahia, Sergipe;Nordeste;Caatinga, Mata Atlântica;"Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral SE
Sub-bacia São Francisco Baixo";;;
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Callicebus;Callicebus personatus;(É. Geoffroy Saint-Hilaire, 1812);Guigó, Guigó-mascarado, Sauá-de-cara-preta;Mamíferos;Vulnerável;Sim;Espírito Santo, Minas Gerais;Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Doce
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Paranaíba";;;
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Leontopithecus;Leontopithecus caissara;Lorini & Persson, 1990;Mico-leão-da-cara-preta;Mamíferos;Em Perigo;Sim;Paraná, São Paulo;Sudeste, Sul;Mata Atlântica;Sub-bacia Litoral SP PR SC;;;
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Leontopithecus;Leontopithecus chrysopygus;(Mikan, 1823);Mico-leão-preto, Sauim-preto;Mamíferos;Em Perigo;Sim;Mato Grosso do Sul, São Paulo;Centro-Oeste, Sudeste;Cerrado, Mata Atlântica;"Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Tietê";;;
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Leontopithecus;Leontopithecus rosalia;(Linnaeus, 1766);Mico-leão-dourado, Sauim-piranga, sauí-piranga;Mamíferos;Em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Noronhomys;Noronhomys vespuccii;Carleton & Olson, 1999;Rato-de-Noronha, Vespucci’s Rodent;Mamíferos;Extinta;Sim;;;Desconhecido;;;;
Animalia;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba clamitans;Barbado, Bugio, Bugio-ruivo, Guariba, Mono Aullador, Southern Brown Howler Monkey, Southern Brown Howling Monkey;Cabrera, 1940;Mamíferos;Vulnerável (VU);Sim;Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo;Sudeste, Sul;Cerrado, Mata Atlântica, Pampa;;"APA Bacia do Rio São João/Mico-Leão-Dourado
APA Cananéia-Iguape-Peruíbe
APA Cananéia-Iguape-Peruíbe
APA Guapi-Mirim
APA Guaraqueçaba
APA Guaraqueçaba
APA Ilhas e Várzeas do Rio Paraná
APA Petrópolis
APA Serra da Mantiqueira
ARIE Floresta da Cicuta
ARIE Mata de Santa Genebra
ESEC Aracuri-Esmeralda
FLONA de Ipanema 
FLONA de Passa Quatro
FLONA São Francisco de Paula
FLONA Três Barras
Parna Aparados da Serra
Parna Aparados da Serra
PARNA da Serra da Bocaina
PARNA da Serra dos Órgãos
PARNA de Itatiaia
PARNA do Caparaó
PARNA  Guaricana
PARNA Iguaçu
PARNA Saint-Hilaire/Lange
PARNA Superagui
REBIO Augusto Ruschi
REBIO de Sooretama
REBIO do Córrego Grande
REBIO do Tinguá
REBIO União
APA DOS MORROS DA BABILôNIA E DE SãO JOãO
APA JUNDIAí
APA PIRACICABA JUQUERí-MIRIM AREA II
APA SERRA DO MAR
APA SISTEMA CANTAREIRA
ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU
ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA
ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS
ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL
ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA
ESTAÇÃO ECOLÓGICA DE XITUÉ
ESTAÇÃO ECOLÓGICA DOS CAETETUS
ESTAçãO ECOLóGICA ESTADUAL ARATINGA
ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS
PARQUE ESTADUAL ALBERTO LöFGREN
PARQUE ESTADUAL CARLOS BOTELHO
PARQUE ESTADUAL DA CANTAREIRA
PARQUE ESTADUAL  DA ILHA DO CARDOSO
PARQUE ESTADUAL DA ILHA GRANDE
PARQUE ESTADUAL DAS ARAUCÁRIAS
PARQUE ESTADUAL DA SERRA DO MAR
PARQUE ESTADUAL DE ESPIGãO ALTO
PARQUE ESTADUAL DO FORNO GRANDE
PARQUE ESTADUAL DO ITACOLOMI
PARQUE ESTADUAL DO MORRO DO DIABO
PARQUE ESTADUAL DO PAPAGAIO-CHARãO
PARQUE ESTADUAL DO RIO DOCE
PARQUE ESTADUAL DO TURVO
PARQUE ESTADUAL INTERVALES
PARQUE ESTADUAL LAGAMAR DE CANANEIA
PARQUE ESTADUAL NOVA BADEN
PARQUE ESTADUAL SERRA DO BRIGADEIRO
PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA
PARQUE NATURAL MUNICIPAL DA CRATERA DE COLôNIA
PARQUE NATURAL MUNICIPAL ITAIM
PARQUE NATURAL MUNICIPAL PAISAGEM CARIOCA
RESERVA BIOLóGICA DA SERRA GERAL
RESERVA BIOLÓGICA DE ARARAS
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL
RPPN Fazenda da Serra
RPPN Feliciano Miguel Abdala
RPPN Parque Ecológico ARTEX
RPPN Sítio Capuavinha";;
Animalia;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba guariba;Aullador, Barbado, Barbado-vermelho, Bugio, Bugio-marrom, Bugio-marrom-do-norte, Bugio-ruivo, Guariba, Northern Brown Howler Monkey, Northern Brown Howling Monkey;(Humboldt, 1812);Mamíferos;Criticamente em Perigo (CR);Sim;Bahia, Espírito Santo, Minas Gerais;Nordeste, Sudeste;Mata Atlântica;;"FLONA de Goytacazes
PARNA do Descobrimento
PARNA do Monte Pascoal
PARNA do Pau Brasil
REBIO da Mata Escura
REBIO de Sooretama
REBIO do Córrego do Veado
REBIO do Córrego Grande
ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES
PARQUE ESTADUAL DE ITAÚNAS
PARQUE ESTADUAL DO RIO DOCE
RPPN Tibiriçá";;
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus colocolo;Gato de los pajonales, Gato de pajonal, Gato-dos-pampas, Gato pajero., Gato-palheiro, Pampas cat, Pantanal cat;(Molina, 1782);Mamíferos;Vulnerável (VU);Sim;Bahia, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais;Centro-Oeste, Nordeste, Sudeste;Cerrado, Mata Atlântica;;"APA Cavernas do Peruaçu
APA Ilhas e Várzeas do Rio Paraná
ESEC da Serra das Araras
PARNA Cavernas do Peruaçu
PARNA da Chapada dos Guimarães
PARNA da Chapada dos Veadeiros
PARNA das Emas
PARNA da Serra da Bodoquena
PARNA da Serra da Canastra
PARNA de Ilha Grande
PARNA Grande Sertão Veredas
ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES";;
Animalia;Chordata;Mammalia;Cetartiodactyla;Cervidae;Ozotoceros;Ozotoceros bezoarticus leucogaster;;(Goldfuss, 1817);Mamíferos;Vulnerável (VU);Sim;;;;;;;
Animalia;Onychophora;Onychophora;Euonychophora;Peripatidae;Epiperipatus;Epiperipatus ohausi;(Bouvier, 1900);Onicóforo;Invertebrados Terrestres;Em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Onychophora;Onychophora;Euonychophora;Peripatidae;Epiperipatus;Epiperipatus paurognostus;Oliveira, Lacorte, Fonseca, Wieloch & Mayer, 2011;Onicóforo;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Onychophora;Onychophora;Euonychophora;Peripatidae;Epiperipatus;Epiperipatus adenocryptus;Oliveira, Lacorte, Fonseca, Wieloch & Mayer, 2011;Onicóforo;Invertebrados Terrestres;Criticamente em Perigo;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Onychophora;Onychophora;Euonychophora;Peripatidae;Epiperipatus;Epiperipatus diadenoproctus;Oliveira, Lacorte, Fonseca, Wieloch & Mayer, 2011;Onicóforo;Invertebrados Terrestres;Vulnerável;Sim;Minas Gerais;Sudeste;Mata Atlântica;Sub-bacia Doce;;;
Animalia;Annelida;Polychaeta;Eunicida;Onuphidae;Diopatra;Diopatra cuprea;;;Invertebrados Marinhos;Vulnerável;Sim;;;Marinho;;;;
Animalia;Annelida;Polychaeta;Eunicida;Eunicidae;Eunice;Eunice sebastiani;;;Invertebrados Marinhos;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;(Linnaeus, 1758);Avó de Aruanã, Careba-dura, Tartaruga amarela, Tartaruga-avó, Tartaruga-cabeçuda, Tartaruga mestiça;Répteis;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Reptilia;Testudines;Dermochelyidae;Dermochelys;Dermochelys coriacea;(Linnaeus, 1766);Careba-gigante, Careba-mole, Tartaruga-de-cerro, Tartaruga-de-couro, Tartaruga-de-leste, Tartaruga-de-quilha, Tartaruga-gigante, Tartaruga-preta, Tartaruga-sete-quilhas;Répteis;Criticamente em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;(Linnaeus, 1766);Tartaruga de escamas, Tartaruga-de-pente, Tartaruga Legítima, Tartaruga verdadeira;Répteis;Em Perigo;Sim;;;Marinho;;;;
Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;(Eschscholtz, 1829);Tartaruga comum, Tartaruga-oliva, Tartaruga pequena, Xibirro;Répteis;Vulnerável;Sim;;;Marinho;;;;
Animalia;Chordata;Reptilia;Testudines;Chelidae;Ranacephala;Ranacephala hogei;(Mertens, 1967);cágado, Cágado, cágado-de-hoge, Cágado-de-hoge, Cágado-de-hogei, cágado-do-Paraíba, Cágado-do-paraíba, cágado-do-Paraíba-do-Sul, Cágado-do-Paraíba-do-Sul, Hoge's side-neckd turtle;Répteis;Vulnerável;Sim;Espírito Santo, Minas Gerais, Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Reptilia;Squamata;Tropidophiidae;Tropidophis;Tropidophis grapiuna;Curcio, Nunes, Argôlo, Skuk & Rodrigues, 2012;Jiboinha-Grapiúna;Répteis;Vulnerável;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia  Jequitinhonha";;;
Animalia;Chordata;Reptilia;Squamata;Boidae;Corallus;Corallus cropanii;(Hoge, 1953);cobra-de-gaita, jiboia-amarela, jiboia-de-Cropan, jiboia-do-Ribeira;Répteis;Vulnerável;Sim;São Paulo;Sudeste;Mata Atlântica;Sub-bacia Litoral RJ SP;;;
Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Apostolepis;Apostolepis gaboi;Rodrigues, 1992;cobra-rainha-das-dunas;Répteis;Em Perigo;Sim;Bahia;Nordeste;Caatinga, Cerrado;Sub-bacia São Francisco Médio;;;
Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Apostolepis;Apostolepis striata;Lema, 2004;cobra-rainha-estriada;Répteis;Em Perigo;Sim;Rondônia;Norte;Amazônia;Sub-bacia Tapajós;;;
Animalia;Chordata;Reptilia;Squamata;Dipsadidae;Atractus;Atractus ronnie;Passos, Fernandes & Borges-Nojosa, 2007;Cobra-da-Terra, cobra-da-terra-dos-brejos;Répteis;Em Perigo;Sim;Ceará;Nordeste;Caatinga;"Sub-bacia Jaguaribe
Sub-bacia Litoral CE PI";;;
