Reino;Filo;Classe;Ordem;Família;Gênero;Nome Científico;Autor;Nome Comum;Grupo;Categoria;Consta em Lista Nacional Oficial;Estado;Região;Bioma;Bacia Hidrográfica;Unidade de Conservação Federal;Unidade de Conservação Estadual;RPPN
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Neomorphus;Neomorphus geoffroyi amazonicus;Pinto, 1964;jacu-estalo, Jacu-estalo;Aves;Vulnerável;Sim;Acre, Maranhão, Pará, Rondônia, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Gurupi
Sub-bacia Itapecuru
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tocantins Baixo";FLONA Caxiuanã, FLONA Trairão, PARNA Amazônia;;
Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Neomorphus;Neomorphus squamiger;Todd, 1925;jacu-estalo-escamoso, Jacu-Estalo-Escamoso;Aves;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;"Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";FLONA Amaná;;RPPN Lote Cristalino
Animalia;Chordata;Aves;Galliformes;Cracidae;Penelope;Penelope pileata;Wagler, 1830;jacupiranga, Jacupiranga;Aves;Vulnerável;Sim;Amazonas, Maranhão, Pará;Nordeste, Norte;Amazônia;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";FLONA Amaná, PARNA Amazônia, RESEX Tapajós-Arapiuns;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;RPPN Fazenda Pioneira, RPPN Fazenda Santo Antonio do Pindaré,Gleba Barra da Jurema
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Phaethornis;Phaethornis major;Hinkelmann, 1989;rabo-branco-de-bico-reto;Aves;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;"Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Xingu";FLONA do Tapajós, FLONA Jamanxim;;
Animalia;Chordata;Aves;Piciformes;Picidae;Piculus;Piculus paraensis;Snethlage, 1907;pica-pau-dourado-de-belém, Pica-Pau-Dourado-De-Belém;Aves;Vulnerável;Sim;Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";;;
Animalia;Chordata;Aves;Passeriformes;Cotingidae;Procnias;Procnias albus wallacei;Oren & Novaes, 1985;araponga-da-amazônia, Araponga-da-amazônia;Aves;Vulnerável;Sim;Pará;Norte;Amazônia;Sub-bacia Tocantins Baixo;;;
Animalia;Chordata;Aves;Gruiformes;Psophiidae;Psophia;Psophia dextralis;Conover, 1934;jacamim-de-costas-marrons, Jacamim-De-Costas-Marrons;Aves;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Foz Amazonas
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Xingu";APA Tapajós, FLONA Crepori, PARNA do Jamanxim;;RPPN Lote Cristalino
Animalia;Chordata;Aves;Gruiformes;Psophiidae;Psophia;Psophia interjecta;Griscom & Greenway, 1937;jacamim-do-xingu, Jacamim-Do-Xingu;Aves;Em Perigo;Sim;Pará, Tocantins;Norte;Amazônia;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";FLONA Caxiuanã;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;RPPN Fazenda Pioneira
Animalia;Chordata;Aves;Gruiformes;Psophiidae;Psophia;Psophia obscura;Pelzeln, 1857;jacamim-de-costas-escuras, Jacamim-De-Costas-Escuras;Aves;Criticamente em Perigo;Sim;Maranhão, Pará;Nordeste, Norte;Amazônia;"Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Baixo";REBIO do Gurupi;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrilia;Pyrilia vulturina;(Kuhl, 1820);curica-urubu, Curica-Urubu;Aves;Vulnerável;Sim;Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";PARNA Amazônia;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;RPPN Fazenda Santo Antonio do Pindaré,Gleba Barra da Jurema, RPPN Sumaúma
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura amazonum;Hellmayr, 1906;tiriba-de-hellmayr, Tiriba-de-hellmayr;Aves;Vulnerável;Sim;Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";FLONA do Tapajós, PARNA Amazônia;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;RPPN Fazenda Pioneira
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura perlata;(Spix, 1824);tiriba-de-barriga-vermelha, Tiriba-de-barriga-vermelha;Aves;Vulnerável;Sim;Amazonas, Mato Grosso, Pará, Rondônia;Centro-Oeste, Norte;Amazônia;"Sub-bacia Madeira
Sub-bacia Tapajós
Sub-bacia Trombetas
Sub-bacia Xingu";FLONA Amaná, FLONA Jamanxim, FLONA Pau-Rosa, FLONA Trairão, PARNA Amazônia, PARNA Campos Amazônicos, PARNA Juruena, PARNA Pacaás Novos, PARNA Rio Novo, PARNA Serra da Cutia, REBIO do Jaru;PARQUE ESTADUAL SERRA RICARDO FRANCO, RESERVA BIOLÓGICA TRAÇADAL;RPPN Jubran, RPPN Lote Cristalino, RPPN Seringal Assunção
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura pallescens;Miranda-Ribeiro, 1926;tiriba-do-madeira;Aves;Vulnerável;Sim;Amazonas, Mato Grosso, Pará, Rondônia;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Madeira
Sub-bacia Purus
Sub-bacia Tapajós
Sub-bacia Xingu";;;RPPN Água Boa, RPPN Lote Cristalino, RPPN Seringal Assunção
Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Rhegmatorhina;Rhegmatorhina gymnops;Ridgway, 1888;mãe-de-taoca-de-cara-branca, Mãe-De-Taoca-De-Cara-Branca;Aves;Vulnerável;Sim;Mato Grosso, Pará;Centro-Oeste, Norte;Amazônia;"Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Trombetas
Sub-bacia Xingu";;;RPPN Lote Cristalino
Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Serpophaga;Serpophaga hypoleuca pallida;Snethlage, 1907;alegrinho-do-rio, Alegrinho-do-rio;Aves;Vulnerável;Sim;Pará, Tocantins;Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Tocantins Alto";;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Syndactyla;Syndactyla ucayalae;(Chapman, 1928);limpa-folha-de-bico-virado, Limpa-folha-de-bico-virado;Aves;Vulnerável;Sim;Acre, Mato Grosso, Pará, Rondônia;Centro-Oeste, Norte;Amazônia;"Sub-bacia Madeira
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";;;RPPN Água Boa
Animalia;Chordata;Aves;Tinamiformes;Tinamidae;Tinamus;Tinamus tao;Temminck, 1815;azulona;Aves;Vulnerável;Sim;Acre, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Tocantins;Centro-Oeste, Nordeste, Norte;Amazônia, Cerrado, Pantanal;"Sub-bacia Araguaia
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Paraguai 03
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu";;ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO;RPPN Lote Cristalino, RPPN Reserva Ecológica da Mata Fria, RPPN Seringal Assunção
Animalia;Chordata;Aves;Passeriformes;Dendrocolaptidae;Xiphocolaptes;Xiphocolaptes carajaensis;Silva, Novaes & Oren, 2002;arapaçu-do-carajás, Arapaçu-Do-Carajás;Aves;Vulnerável;Sim;Pará;Norte;Amazônia;"Sub-bacia Foz Amazonas
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI;
Animalia;Chordata;Aves;Passeriformes;Cotingidae;Xipholena;Xipholena lamellipennis;(Lafresnaye, 1839);bacacu-preto, Bacacu-preto;Aves;Vulnerável;Sim;Amazonas, Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Paru
Sub-bacia Tapajós
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas";FLONA Amaná, FLONA Caxiuanã;;RPPN Fazenda Santo Antonio do Pindaré,Gleba Barra da Jurema, RPPN Sumaúma
Animalia;Chordata;Aves;Passeriformes;Cardinalidae;Granatellus;Granatellus pelzelni paraensis;Rothschild, 1906;;Aves;Vulnerável;Sim;Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia;"Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";;;
Animalia;Chordata;Aves;Galbuliformes;Bucconidae;Malacoptila;Malacoptila minor;Sassi, 1911;;Aves;Vulnerável;Sim;Maranhão, Piauí;Nordeste;Amazônia, Caatinga, Cerrado;"Sub-bacia Itapecuru
Sub-bacia Mearim
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio";;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura anerythra;Neumann, 1927;tiriba-do-xingu;Aves;Vulnerável;Sim;Mato Grosso, Pará, Tocantins;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu";FLONA Caxiuanã;;RPPN Fazenda Pioneira
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura coerulescens;Neumann, 1927;tiriba-pérola;Aves;Vulnerável;Sim;Maranhão, Pará, Tocantins;Nordeste, Norte;Amazônia, Cerrado;"Sub-bacia Araguaia
Sub-bacia Gurupi
Sub-bacia Itapecuru
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo";PARNA  Lençóis Maranhenses, REBIO do Gurupi;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS;RPPN Fazenda Santo Antonio do Pindaré,Gleba Barra da Jurema
Animalia;Chordata;Aves;Passeriformes;Oxyruncidae;Oxyruncus;Oxyruncus cristatus tocantinsi;Chapman, 1939;araponga-do-horto;Aves;Vulnerável;Sim;Pará;Norte;Amazônia;Sub-bacia Tocantins Baixo;FLONA Carajás;;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cinclodes;Cinclodes espinhacensis;Freitas, Chaves, Costa, Santos & Rodrigues, 2012;pedreiro-do-espinhaço;Aves;Em Perigo;Sim;Minas Gerais;Sudeste;Cerrado;"Sub-bacia Doce
Sub-bacia São Francisco Alto";;;
Animalia;Chordata;Aves;Passeriformes;Rhynchocyclidae;Phylloscartes;Phylloscartes roquettei;Snethlage, 1928;cara-dourada;Aves;Em Perigo;Sim;Bahia, Distrito Federal, Goiás, Minas Gerais;Centro-Oeste, Nordeste, Sudeste;Caatinga, Cerrado, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Knipolegus;Knipolegus franciscanus;Snethlage, 1928;maria-preta-do-nordeste;Aves;Vulnerável;Sim;Bahia, Distrito Federal, Goiás, Minas Gerais, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Caatinga, Cerrado;"Sub-bacia Paranaíba
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Aves;Passeriformes;Thraupidae;Sporophila;Sporophila maximiliani;(Cabanis, 1851);bicudo;Aves;Criticamente em Perigo;Sim;Goiás, Mato Grosso, Rondônia;Centro-Oeste, Norte;Amazônia, Cerrado;"Sub-bacia Madeira
Sub-bacia Paraguai 03
Sub-bacia Paranaíba";APA Ilhas e Várzeas do Rio Paraná, APA Planalto Central, FLONA Mapiá-Inauini, FLONA Purus, FLONA Tapirape-Aquiri, PARNA da Chapada dos Guimarães, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA de Ilha Grande, PARNA Grande Sertão Veredas, PARNA Serra do Divisor, REVIS Boa Nova;APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA DE CAFURINGA, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA, PARQUE ESTADUAL DO RIO DOCE, PARQUE NATURAL MUNICIPAL DE JACARENEMA;RPPN Fazendinha, RPPN Jubran, RPPN Seringal Triunfo
Animalia;Chordata;Aves;Apodiformes;Trochilidae;Campylopterus;Campylopterus calcirupicola;Lopes, De Vasconcelos & Gonzaga, 2017;asa-de-sabre-da-mata-seca;Aves;Em Perigo;Sim;Bahia, Goiás, Minas Gerais, Tocantins;Centro-Oeste, Nordeste, Norte, Sudeste;Cerrado;"Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto";;;
Animalia;Chordata;Aves;Galliformes;Cracidae;Aburria;Aburria jacutinga;(Spix, 1825);jacutinga;Aves;Em Perigo;Sim;Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo;Sudeste, Sul;Mata Atlântica;"Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Iguaçu
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Tietê
Sub-bacia Uruguai Médio";APA Bacia do Rio Paraíba do Sul, APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, APA Ilhas e Várzeas do Rio Paraná, FLONA do Rio Preto, PARNA de Ilha Grande, PARNA do Monte Pascoal, REBIO de Sooretama, REBIO de Una, RESEX Mandirá;APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ;RPPN Caetezal, RPPN Fazenda San Michele, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Morro do Curussu Mirim, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Tibiriçá
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Acrobatornis;Acrobatornis fonsecai;Pacheco, Whitney & Gonzaga, 1996;acrobata;Aves;Vulnerável;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia  Jequitinhonha";;;
Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Amadonastur;Amadonastur lacernulatus;(Temminck, 1827);gavião-pombo-pequeno;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo;Nordeste, Sudeste, Sul;Caatinga, Marinho, Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Iguaçu
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranapanema
Sub-bacia São Francisco Alto
Sub-bacia Tietê";APA Bacia do Rio São João/Mico-Leão-Dourado, APA Guaraqueçaba, APA Petrópolis, PARNA Saint-Hilaire/Lange, REBIO União;APA ILHA COMPRIDA, APA ITUPARARANGA, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;Estação Veracel, RPPN Bio Estação Águas Cristalinas, RPPN Cachoeira Boa Vista, RPPN Caetezal, RPPN CEC/Tinguá, RPPN CEFLUSMME, RPPN Ecoparque de Una, RPPN Fazenda Barra do Sana, RPPN Fazenda Córrego da Luz, RPPN Fazenda Limeira, RPPN Fazenda Palmital, RPPN Fazenda San Michele, RPPN Fazenda Santa Izabel, RPPN Fazenda Sayonara, RPPN Gleba O Saquinho de Itapirapuá, RPPN Itacira, RPPN Mato Grosso, RPPN Meandros II, RPPN Morro das Aranhas, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX, RPPN Reserva do Caraguatá II, RPPN Reserva Rizzieri, RPPN Sítio Curucutu, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Sítio São Domingos/Agartha
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;Amazona pretrei;(Temminck, 1830);papagaio-charão;Aves;Vulnerável;Sim;Rio Grande do Sul, Santa Catarina;Sul;Mata Atlântica, Pampa;"Sub-bacia Guaíba
Sub-bacia Ibicuí
Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio";;;
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;Amazona rhodocorytha;(Salvadori, 1890);chauá;Aves;Vulnerável;Sim;Alagoas, Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo, Sergipe;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Litoral SE
Sub-bacia Paraíba do Sul";APA Petrópolis, REBIO União;ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;Estação Veracel, RPPN Cachoeira Boa Vista, RPPN Ecoparque de Una, RPPN Fazenda Barra do Sana, RPPN Fazenda Córrego da Luz, RPPN Fazenda Limeira, RPPN Fazenda Paraíso, RPPN Fazenda Pindorama - BA, RPPN Fazenda Santa Izabel, RPPN Fazenda Sayonara, RPPN Gleba O Saquinho de Itapirapuá, RPPN Itacira
Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Amazona;Amazona vinacea;(Kuhl, 1820);papagaio-de-peito-roxo, Papagaio-de-peito-roxo;Aves;Vulnerável;Sim;Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo;Nordeste, Sudeste, Sul;Caatinga, Cerrado, Mata Atlântica, Pampa;"Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Iguaçu
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Litoral RJ SP
Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia São Francisco Alto
Sub-bacia Tietê
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio";APA Bacia do Rio Paraíba do Sul, APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, APA Ilhas e Várzeas do Rio Paraná, APA Serra da Mantiqueira, ESEC Mata Preta, FLONA Caçador, FLONA São Francisco de Paula, Parna Aparados da Serra, PARNA  Araucárias, PARNA da Chapada Diamantina, PARNA da Serra da Bocaina, PARNA da Serra Geral, PARNA de Ilha Grande, PARNA do Caparaó, PARNA do Monte Pascoal, PARNA São Joaquim, REBIO da Mata Escura;APA CAMPOS DO JORDÃO, APA PLANALTO DO TURVO, APA RIO PARDINHO E RIO VERMELHO, APA SAPUCAí MIRIM, APA SERRA DO MAR, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DE CAMPOS DO JORDÃO, PARQUE ESTADUAL DE ESPIGãO ALTO, PARQUE ESTADUAL DO PAPAGAIO-CHARãO, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL DO RIO TURVO, PARQUE ESTADUAL INTERVALES, PARQUE ESTADUAL RIO CANOAS, PARQUE ESTADUAL SERRA DO BRIGADEIRO, PARQUE ESTADUAL SERRA DO PAPAGAIO, PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA;RPPN Ano Bom, RPPN Caetezal, RPPN das Araucárias, RPPN Estação Biológica da Mata do Sossego, RPPN Fazenda Araucária, RPPN - Fazenda Barra do Pirapetinga, RPPN Fazenda Macedônia, RPPN Fazenda San Michele, RPPN Fazenda São Geraldo, RPPN Feliciano Miguel Abdala, RPPN Gralha-Azul, RPPN Iguaçu I, RPPN Morro das Aranhas, RPPN Nave da Esperança, RPPN Rancho Mira-Serra, RPPN Sítio do Bananal, RPPN Sítio Monte Ararat, RPPN Usina Mauricio
Animalia;Chordata;Aves;Passeriformes;Icteridae;Anumara;Anumara forbesi;(Sclater, 1886);anumará;Aves;Vulnerável;Sim;Alagoas, Espírito Santo, Minas Gerais, Pernambuco;Nordeste, Sudeste;Caatinga, Mata Atlântica;"Sub-bacia Doce
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral ES";ESEC de Murici, REBIO de Pedra Talhada;ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DE SIRINHAÉM, ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL, PARQUE ESTADUAL DO RIO DOCE, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú;
Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Attila;Attila spadiceus uropygiatus;(Wied, 1831);capitão-de-saíra-amarelo;Aves;Em Perigo;Sim;Alagoas, Bahia, Espírito Santo, Pernambuco;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral BA ES";;;
Animalia;Chordata;Aves;Passeriformes;Furnariidae;Automolus;Automolus lammi;Zimmer, 1947;barranqueiro-do-nordeste;Aves;Em Perigo;Sim;Alagoas, Bahia, Paraíba, Pernambuco, Sergipe;Nordeste;Mata Atlântica;"Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral SE
Sub-bacia Paraíba";;;
Animalia;Chordata;Aves;Passeriformes;Platyrinchidae;Calyptura;Calyptura cristata;(Vieillot, 1818);tietê-de-coroa;Aves;Criticamente em Perigo;Sim;Rio de Janeiro;Sudeste;Mata Atlântica;"Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul";;;
Animalia;Chordata;Aves;Passeriformes;Dendrocolaptidae;Campylorhamphus;Campylorhamphus trochilirostris trochilirostris;(Lichtenstein, 1820);arapaçu-beija-?or, Arapaçu-beija-?or;Aves;Vulnerável;Sim;Bahia;Nordeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia  Jequitinhonha
Sub-bacia Litoral BA ES";PARNA do Descobrimento;ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;RPPN Ecoparque de Una
Animalia;Chordata;Aves;Piciformes;Picidae;Celeus;Celeus flavus subflavus;Sclater & Salvin, 1877;pica-pau-amarelo, Pica-pau-amarelo;Aves;Criticamente em Perigo;Sim;Mato Grosso;Centro-Oeste;Pantanal;Sub-bacia Paraguai 03;;;
Animalia;Chordata;Aves;Piciformes;Picidae;Celeus;Celeus galeatus;(Temminck, 1822);pica-pau-de-cara-canela;Aves;Em Perigo;Sim;Mato Grosso do Sul, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo;Centro-Oeste, Sudeste, Sul;Mata Atlântica;"Sub-bacia Iguaçu
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP PR SC
Sub-bacia Paraná RH1
Sub-bacia Tietê
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio";;;
Animalia;Chordata;Aves;Piciformes;Picidae;Celeus;Celeus torquatus tinnunculus;(Wagler, 1829);pica-pau-de-coleira, Pica-pau-de-coleira;Aves;Em Perigo;Sim;Bahia, Espírito Santo;Nordeste, Sudeste;Mata Atlântica;"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES";;;
